AddressLine1,Birth Date,Color,Commute Distance,Date First Purchase,English Description,English Education,English Occupation,English Product Name,English Promotion Category,English Promotion Name,English Promotion Type,Marital Status,Model Name,OrderDate,Product Alternate Key,Product Line,Product Subcategory Key,ProductKey,ShipDate,Size,Size Range,Size Unit Measure Code,Spanish Education,Spanish Occupation,Spanish Product Name,Spanish Promotion Category,Spanish Promotion Name,Spanish Promotion Type,Start Date,StartDate (DimPromotion),Days To Manufacture,Dealer Price,Discount Pct,DiscountAmount,ExtendedAmount,Freight,List Price,Max Qty,Min Qty,Number Cars Owned,Number Children At Home,Número de registros,OrderQuantity,ProductStandardCost,Reorder Point,Safety Stock Level,SalesAmount,SalesOrderLineNumber,Standard Cost,TaxAmt,Total Children,TotalProductCost,UnitPrice,UnitPriceDiscountPct,Weight,Yearly Income
1183 Royal Links Circle,24/04/1974,NA,2-5 Miles,13/09/2013,Self-sealing tube.,Partial College,Manual,Mountain Tire Tube,No Discount,No Discount,No Discount,M,Mountain Tire Tube,19/12/2013 12:00:00 a.m.,TT-M928,M,37,528,26/12/2013 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Obrero,Cubierta para cámara de montaña,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,2.994,0.00,0,4.9900,0.1248,4.9900,,0,1,1,1,1,1.8663,375,500,4.99,1,1.8663,0.3992,1,1.8663,4.99,0,,20000
1183 Royal Links Circle,24/04/1974,Blue,2-5 Miles,13/09/2013,Universal fit  well-vented  lightweight   snap-on visor.,Partial College,Manual,Sport-100 Helmet  Blue,No Discount,No Discount,No Discount,M,Sport-100,19/12/2013 12:00:00 a.m.,HL-U509-B,S,31,222,26/12/2013 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Obrero,Casco deportivo: 100  azul,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,20.994,0.00,0,34.9900,0.8748,34.9900,,0,1,1,1,1,13.0863,3,4,34.99,2,13.0863,2.7992,1,13.0863,34.99,0,,20000
4605 Merced Circle,24/03/1949,NA,0-1 Miles,14/09/2013,Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.,Graduate Degree,Clerical,All-Purpose Bike Stand,No Discount,No Discount,No Discount,M,All-Purpose Bike Stand,14/09/2013 12:00:00 a.m.,ST-1401,M,27,486,21/09/2013 12:00:00 a.m.,,NA,,Estudios de postgrado,Administrativo,Soporte multiusos para bicicletas,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,95.400,0.00,0,159.0000,3.9750,159.0000,,0,0,0,1,1,59.4660,3,4,159,3,59.4660,12.7200,1,59.4660,159.00,0,,40000
4605 Merced Circle,24/03/1949,NA,0-1 Miles,14/09/2013,Includes 8 different size patches  glue and sandpaper.,Graduate Degree,Clerical,Patch Kit/8 Patches,No Discount,No Discount,No Discount,M,Patch kit,14/09/2013 12:00:00 a.m.,PK-7098,S,37,480,21/09/2013 12:00:00 a.m.,,NA,,Estudios de postgrado,Administrativo,,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,1.374,0.00,0,2.2900,0.0573,2.2900,,0,0,0,1,1,0.8565,3,4,2.29,2,0.8565,0.1832,1,0.8565,2.29,0,,40000
4605 Merced Circle,24/03/1949,NA,0-1 Miles,14/09/2013,Comparible traction  less expensive wire bead casing.,Graduate Degree,Clerical,LL Mountain Tire,No Discount,No Discount,No Discount,M,LL Mountain Tire,14/09/2013 12:00:00 a.m.,TI-M267,M,37,535,21/09/2013 12:00:00 a.m.,,NA,,Estudios de postgrado,Administrativo,Cubierta de montaña GB,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,14.994,0.00,0,24.9900,0.6248,24.9900,,0,0,0,1,1,9.3463,375,500,24.99,1,9.3463,1.9992,1,9.3463,24.99,0,,40000
9796 Virgil St.,22/07/1978,Black,1-2 Miles,14/09/2013,Heavy duty  abrasion-resistant shorts feature seamless  lycra inner shorts with anti-bacterial chamois for comfort.,Partial College,Manual,Women's Mountain Shorts  L,No Discount,No Discount,No Discount,S,Women's Mountain Shorts,14/09/2013 12:00:00 a.m.,SH-W890-L,M,22,476,21/09/2013 12:00:00 a.m.,L,L,,Estudios universitarios (en curso),Obrero,,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,41.994,0.00,0,69.9900,1.7498,69.9900,,0,1,1,1,1,26.1763,3,4,69.99,1,26.1763,5.5992,1,26.1763,69.99,0,,20000
9796 Virgil St.,22/07/1978,Silver,1-2 Miles,14/09/2013,Versatile 70 oz hydration pack offers extra storage  easy-fill access  and a waist belt.,Partial College,Manual,Hydration Pack - 70 oz.,No Discount,No Discount,No Discount,S,Hydration Pack,22/09/2013 12:00:00 a.m.,HY-1023-70,S,32,487,29/09/2013 12:00:00 a.m.,70,70,,Estudios universitarios (en curso),Obrero,,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,32.994,0.00,0,54.9900,1.3748,54.9900,,0,1,1,1,1,20.5663,3,4,54.99,3,20.5663,4.3992,1,20.5663,54.99,0,,20000
9796 Virgil St.,22/07/1978,NA,1-2 Miles,14/09/2013,High-density rubber.,Partial College,Manual,Touring Tire,No Discount,No Discount,No Discount,S,Touring Tire,22/09/2013 12:00:00 a.m.,TI-T723,T,37,541,29/09/2013 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Obrero,Cubierta de paseo,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,17.394,0.00,0,28.9900,0.7248,28.9900,,0,1,1,1,1,10.8423,375,500,28.99,1,10.8423,2.3192,1,10.8423,28.99,0,,20000
9796 Virgil St.,22/07/1978,NA,1-2 Miles,14/09/2013,General purpose tube.,Partial College,Manual,Touring Tire Tube,No Discount,No Discount,No Discount,S,Touring Tire Tube,22/09/2013 12:00:00 a.m.,TT-T092,T,37,530,29/09/2013 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Obrero,Cubierta para cámara de paseo,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,2.994,0.00,0,4.9900,0.1248,4.9900,,0,1,1,1,1,1.8663,375,500,4.99,2,1.8663,0.3992,1,1.8663,4.99,0,,20000
1379 T St.,18/01/1959,NA,2-5 Miles,15/09/2013,General purpose tube.,Partial College,Professional,Touring Tire Tube,No Discount,No Discount,No Discount,M,Touring Tire Tube,15/09/2013 12:00:00 a.m.,TT-T092,T,37,530,22/09/2013 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Profesional,Cubierta para cámara de paseo,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,2.994,0.00,0,4.9900,0.1248,4.9900,,0,2,2,1,1,1.8663,375,500,4.99,1,1.8663,0.3992,4,1.8663,4.99,0,,80000
9224 Nob Hill Drive,3/07/1965,Black,0-1 Miles,15/09/2013,Universal fit  well-vented  lightweight   snap-on visor.,Graduate Degree,Clerical,Sport-100 Helmet  Black,No Discount,No Discount,No Discount,S,Sport-100,15/09/2013 12:00:00 a.m.,HL-U509,S,31,217,22/09/2013 12:00:00 a.m.,,NA,,Estudios de postgrado,Administrativo,Casco deportivo: 100  negro,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,20.994,0.00,0,34.9900,0.8748,34.9900,,0,0,0,1,1,13.0863,3,4,34.99,2,13.0863,2.7992,3,13.0863,34.99,0,,30000
9224 Nob Hill Drive,3/07/1965,Yellow,0-1 Miles,15/09/2013,Same technology as all of our Road series bikes  but the frame is sized for a woman.  Perfect all-around bike for road or racing.,Graduate Degree,Clerical,Road-550-W Yellow  44,No Discount,No Discount,No Discount,S,Road-550-W,15/09/2013 12:00:00 a.m.,BK-R64Y-44,R,2,388,22/09/2013 12:00:00 a.m.,44,42-46 CM,CM,Estudios de postgrado,Administrativo,Carretera: 550 para mujer  amarilla  44,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,4,672.294,0.00,0,1120.4900,28.0123,1120.4900,,0,0,0,1,1,713.0798,75,100,1120.49,1,713.0798,89.6392,3,713.0798,1120.49,0,18.42,30000
7317 Mildred Ln.,2/04/1977,NA,0-1 Miles,15/09/2013,"Aluminum cage is lighter than our mountain version, perfect for long distance trips.",Partial College,Clerical,Road Bottle Cage,No Discount,No Discount,No Discount,S,Road Bottle Cage,15/09/2013 12:00:00 a.m.,BC-R205,R,28,479,22/09/2013 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Administrativo,Portabotellas de carretera,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,5.394,0.00,0,8.9900,0.2248,8.9900,,0,2,2,1,1,3.3623,3,4,8.99,3,3.3623,0.7192,2,3.3623,8.99,0,,40000
7317 Mildred Ln.,2/04/1977,NA,0-1 Miles,15/09/2013,"AWC logo water bottle - holds 30 oz, leak-proof.",Partial College,Clerical,Water Bottle - 30 oz.,No Discount,No Discount,No Discount,S,Water Bottle,15/09/2013 12:00:00 a.m.,WB-H098,S,28,477,22/09/2013 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Administrativo,,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,2.994,0.00,0,4.9900,0.1248,4.9900,,0,2,2,1,1,1.8663,3,4,4.99,2,1.8663,0.3992,2,1.8663,4.99,0,,40000
7317 Mildred Ln.,2/04/1977,Multi,0-1 Miles,15/09/2013,"Traditional style with a flip-up brim, one-size fits all.",Partial College,Clerical,AWC Logo Cap,No Discount,No Discount,No Discount,S,Cycling Cap,15/09/2013 12:00:00 a.m.,CA-1098,S,19,225,22/09/2013 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Administrativo,,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,5.394,0.00,0,8.9900,0.2248,8.9900,,0,2,2,1,1,6.9223,3,4,8.99,5,6.9223,0.7192,2,6.9223,8.99,0,,40000
7317 Mildred Ln.,2/04/1977,Yellow,0-1 Miles,15/09/2013,Short sleeve classic breathable jersey with superior moisture control  front zipper  and 3 back pockets.,Partial College,Clerical,Short-Sleeve Classic Jersey  XL,No Discount,No Discount,No Discount,S,Short-Sleeve Classic Jersey,15/09/2013 12:00:00 a.m.,SJ-0194-X,S,21,491,22/09/2013 12:00:00 a.m.,XL,XL,,Estudios universitarios (en curso),Administrativo,Jersey clásico de manga corta  SG,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,32.394,0.00,0,53.9900,1.3498,53.9900,,0,2,2,1,1,41.5723,3,4,53.99,4,41.5723,4.3192,2,41.5723,53.99,0,,40000
7317 Mildred Ln.,2/04/1977,Black,0-1 Miles,15/09/2013,"Entry level adult bike, offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.",Partial College,Clerical,Road-750 Black  44,No Discount,No Discount,No Discount,S,Road-750,15/09/2013 12:00:00 a.m.,BK-R19B-44,R,2,604,22/09/2013 12:00:00 a.m.,44,42-46 CM,CM,Estudios universitarios (en curso),Administrativo,Carretera: 750  negra  44,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,4,323.994,0.00,0,539.9900,13.4998,539.9900,,0,2,2,1,1,343.6496,75,100,539.99,1,343.6496,43.1992,2,343.6496,539.99,0,19.77,40000
9589 Rae Anne Dr,12/11/1978,NA,1-2 Miles,15/09/2013,Conventional all-purpose tube.,Partial High School,Manual,Road Tire Tube,No Discount,No Discount,No Discount,S,Road Tire Tube,15/09/2013 12:00:00 a.m.,TT-R982,R,37,529,22/09/2013 12:00:00 a.m.,,NA,,Educación secundaria (en curso),Obrero,Cubierta para cámara de carretera,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,2.394,0.00,0,3.9900,0.0998,3.9900,,0,2,0,1,1,1.4923,375,500,3.99,1,1.4923,0.3192,0,1.4923,3.99,0,,20000
9589 Rae Anne Dr,12/11/1978,NA,1-2 Miles,15/09/2013,Includes 8 different size patches  glue and sandpaper.,Partial High School,Manual,Patch Kit/8 Patches,No Discount,No Discount,No Discount,S,Patch kit,15/09/2013 12:00:00 a.m.,PK-7098,S,37,480,22/09/2013 12:00:00 a.m.,,NA,,Educación secundaria (en curso),Obrero,,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,1.374,0.00,0,2.2900,0.0573,2.2900,,0,2,0,1,1,0.8565,3,4,2.29,2,0.8565,0.1832,0,0.8565,2.29,0,,20000
4243 Willow Creek Ct,19/05/1984,NA,0-1 Miles,15/09/2013,Conventional all-purpose tube.,Partial College,Clerical,Road Tire Tube,No Discount,No Discount,No Discount,M,Road Tire Tube,15/09/2013 12:00:00 a.m.,TT-R982,R,37,529,22/09/2013 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Administrativo,Cubierta para cámara de carretera,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,2.394,0.00,0,3.9900,0.0998,3.9900,,0,3,4,1,1,1.4923,375,500,3.99,1,1.4923,0.3192,4,1.4923,3.99,0,,30000
4243 Willow Creek Ct,19/05/1984,Black,0-1 Miles,15/09/2013,Universal fit  well-vented  lightweight   snap-on visor.,Partial College,Clerical,Sport-100 Helmet  Black,No Discount,No Discount,No Discount,M,Sport-100,15/09/2013 12:00:00 a.m.,HL-U509,S,31,217,22/09/2013 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Administrativo,Casco deportivo: 100  negro,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,20.994,0.00,0,34.9900,0.8748,34.9900,,0,3,4,1,1,13.0863,3,4,34.99,2,13.0863,2.7992,4,13.0863,34.99,0,,30000
1379 T St.,18/01/1959,NA,2-5 Miles,15/09/2013,Conventional all-purpose tube.,Partial College,Professional,Road Tire Tube,No Discount,No Discount,No Discount,M,Road Tire Tube,21/01/2014 12:00:00 a.m.,TT-R982,R,37,529,28/01/2014 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Profesional,Cubierta para cámara de carretera,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,2.394,0.00,0,3.9900,0.0998,3.9900,,0,2,2,1,1,1.4923,375,500,3.99,2,1.4923,0.3192,4,1.4923,3.99,0,,80000
1379 T St.,18/01/1959,NA,2-5 Miles,15/09/2013,Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight.,Partial College,Professional,HL Road Tire,No Discount,No Discount,No Discount,M,HL Road Tire,21/01/2014 12:00:00 a.m.,TI-R982,R,37,540,28/01/2014 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Profesional,Cubierta de carretera GA,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,19.560,0.00,0,32.6000,0.8150,32.6000,,0,2,2,1,1,12.1924,375,500,32.6,1,12.1924,2.6080,4,12.1924,32.60,0,,80000
1379 T St.,18/01/1959,Blue,2-5 Miles,15/09/2013,Light-weight  wind-resistant  packs to fit into a pocket.,Partial College,Professional,Classic Vest  M,No Discount,No Discount,No Discount,M,Classic Vest,21/01/2014 12:00:00 a.m.,VE-C304-M,S,25,472,28/01/2014 12:00:00 a.m.,M,M,,Estudios universitarios (en curso),Profesional,Camiseta clásica  M,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,38.100,0.00,0,63.5000,1.5875,63.5000,,0,2,2,1,1,23.7490,3,4,63.5,3,23.7490,5.0800,4,23.7490,63.50,0,,80000
2530 Seeno St,8/02/1962,Red,0-1 Miles,16/09/2013,Universal fit  well-vented  lightweight   snap-on visor.,Graduate Degree,Management,Sport-100 Helmet  Red,No Discount,No Discount,No Discount,S,Sport-100,16/09/2013 12:00:00 a.m.,HL-U509-R,S,31,214,23/09/2013 12:00:00 a.m.,,NA,,Estudios de postgrado,Gestión,Casco deportivo: 100  rojo,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,20.994,0.00,0,34.9900,0.8748,34.9900,,0,4,4,1,1,13.0863,3,4,34.99,2,13.0863,2.7992,3,13.0863,34.99,0,,150000
2530 Seeno St,8/02/1962,NA,0-1 Miles,16/09/2013,General purpose tube.,Graduate Degree,Management,Touring Tire Tube,No Discount,No Discount,No Discount,S,Touring Tire Tube,16/09/2013 12:00:00 a.m.,TT-T092,T,37,530,23/09/2013 12:00:00 a.m.,,NA,,Estudios de postgrado,Gestión,Cubierta para cámara de paseo,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,2.994,0.00,0,4.9900,0.1248,4.9900,,0,4,4,1,1,1.8663,375,500,4.99,1,1.8663,0.3992,3,1.8663,4.99,0,,150000
2530 Seeno St,8/02/1962,NA,0-1 Miles,16/09/2013,Incredible traction  lightweight carbon reinforced.,Graduate Degree,Management,HL Mountain Tire,No Discount,No Discount,No Discount,S,HL Mountain Tire,9/11/2013 12:00:00 a.m.,TI-M823,M,37,537,16/11/2013 12:00:00 a.m.,,NA,,Estudios de postgrado,Gestión,Cubierta de montaña GA,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,21.000,0.00,0,35.0000,0.8750,35.0000,,0,4,4,1,1,13.0900,375,500,35,1,13.0900,2.8000,3,13.0900,35.00,0,,150000
4712 Brook Way,22/04/1945,NA,0-1 Miles,17/09/2013,Same great treads as more expensive tire with a less expensive wire bead casing.,Bachelors,Clerical,LL Road Tire,No Discount,No Discount,No Discount,S,LL Road Tire,17/09/2013 12:00:00 a.m.,TI-R092,R,37,538,24/09/2013 12:00:00 a.m.,,NA,,Licenciatura,Administrativo,Cubierta de carretera GB,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,12.894,0.00,0,21.4900,0.5373,21.4900,,0,0,0,1,1,8.0373,375,500,21.49,1,8.0373,1.7192,1,8.0373,21.49,0,,20000
7859 Green Valley Road,15/06/1965,NA,0-1 Miles,17/09/2013,"Aluminum cage is lighter than our mountain version, perfect for long distance trips.",High School,Professional,Road Bottle Cage,No Discount,No Discount,No Discount,S,Road Bottle Cage,17/09/2013 12:00:00 a.m.,BC-R205,R,28,479,24/09/2013 12:00:00 a.m.,,NA,,Educación secundaria,Profesional,Portabotellas de carretera,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,5.394,0.00,0,8.9900,0.2248,8.9900,,0,1,5,1,1,3.3623,3,4,8.99,3,3.3623,0.7192,4,3.3623,8.99,0,,130000
7859 Green Valley Road,15/06/1965,NA,0-1 Miles,17/09/2013,"AWC logo water bottle - holds 30 oz, leak-proof.",High School,Professional,Water Bottle - 30 oz.,No Discount,No Discount,No Discount,S,Water Bottle,17/09/2013 12:00:00 a.m.,WB-H098,S,28,477,24/09/2013 12:00:00 a.m.,,NA,,Educación secundaria,Profesional,,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,2.994,0.00,0,4.9900,0.1248,4.9900,,0,1,5,1,1,1.8663,3,4,4.99,4,1.8663,0.3992,4,1.8663,4.99,0,,130000
7859 Green Valley Road,15/06/1965,NA,0-1 Miles,17/09/2013,High-density rubber.,High School,Professional,Touring Tire,No Discount,No Discount,No Discount,S,Touring Tire,17/09/2013 12:00:00 a.m.,TI-T723,T,37,541,24/09/2013 12:00:00 a.m.,,NA,,Educación secundaria,Profesional,Cubierta de paseo,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,17.394,0.00,0,28.9900,0.7248,28.9900,,0,1,5,1,1,10.8423,375,500,28.99,1,10.8423,2.3192,4,10.8423,28.99,0,,130000
7859 Green Valley Road,15/06/1965,NA,0-1 Miles,17/09/2013,General purpose tube.,High School,Professional,Touring Tire Tube,No Discount,No Discount,No Discount,S,Touring Tire Tube,17/09/2013 12:00:00 a.m.,TT-T092,T,37,530,24/09/2013 12:00:00 a.m.,,NA,,Educación secundaria,Profesional,Cubierta para cámara de paseo,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,2.994,0.00,0,4.9900,0.1248,4.9900,,0,1,5,1,1,1.8663,375,500,4.99,2,1.8663,0.3992,4,1.8663,4.99,0,,130000
7859 Green Valley Road,15/06/1965,Black,0-1 Miles,17/09/2013,Full padding  improved finger flex  durable palm  adjustable closure.,High School,Professional,Half-Finger Gloves  M,No Discount,No Discount,No Discount,S,Half-Finger Gloves,17/09/2013 12:00:00 a.m.,GL-H102-M,S,20,465,24/09/2013 12:00:00 a.m.,M,M,,Educación secundaria,Profesional,,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,14.694,0.00,0,24.4900,0.6123,24.4900,,0,1,5,1,1,9.1593,3,4,24.49,5,9.1593,1.9592,4,9.1593,24.49,0,,130000
8514 Bounty Way,2/04/1969,NA,0-1 Miles,17/09/2013,Same great treads as more expensive tire with a less expensive wire bead casing.,Partial College,Clerical,LL Road Tire,No Discount,No Discount,No Discount,S,LL Road Tire,17/09/2013 12:00:00 a.m.,TI-R092,R,37,538,24/09/2013 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Administrativo,Cubierta de carretera GB,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,12.894,0.00,0,21.4900,0.5373,21.4900,,0,0,2,1,1,8.0373,375,500,21.49,2,8.0373,1.7192,2,8.0373,21.49,0,,30000
9293 Clear View Circle,23/11/1970,NA,0-1 Miles,17/09/2013,"AWC logo water bottle - holds 30 oz, leak-proof.",Partial High School,Manual,Water Bottle - 30 oz.,No Discount,No Discount,No Discount,M,Water Bottle,17/09/2013 12:00:00 a.m.,WB-H098,S,28,477,24/09/2013 12:00:00 a.m.,,NA,,Educación secundaria (en curso),Obrero,,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,2.994,0.00,0,4.9900,0.1248,4.9900,,0,2,3,1,1,1.8663,3,4,4.99,1,1.8663,0.3992,5,1.8663,4.99,0,,10000
9293 Clear View Circle,23/11/1970,Blue,0-1 Miles,17/09/2013,Light-weight  wind-resistant  packs to fit into a pocket.,Partial High School,Manual,Classic Vest  L,No Discount,No Discount,No Discount,M,Classic Vest,17/09/2013 12:00:00 a.m.,VE-C304-L,S,25,473,24/09/2013 12:00:00 a.m.,L,L,,Educación secundaria (en curso),Obrero,Camiseta clásica  G,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,38.100,0.00,0,63.5000,1.5875,63.5000,,0,2,3,1,1,23.7490,3,4,63.5,2,23.7490,5.0800,5,23.7490,63.50,0,,10000
7522 Santa Ana Drive,19/04/1975,NA,0-1 Miles,17/09/2013,"Aluminum cage is lighter than our mountain version, perfect for long distance trips.",Graduate Degree,Clerical,Road Bottle Cage,No Discount,No Discount,No Discount,S,Road Bottle Cage,17/09/2013 12:00:00 a.m.,BC-R205,R,28,479,24/09/2013 12:00:00 a.m.,,NA,,Estudios de postgrado,Administrativo,Portabotellas de carretera,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,5.394,0.00,0,8.9900,0.2248,8.9900,,0,0,0,1,1,3.3623,3,4,8.99,2,3.3623,0.7192,0,3.3623,8.99,0,,40000
7522 Santa Ana Drive,19/04/1975,NA,0-1 Miles,17/09/2013,"AWC logo water bottle - holds 30 oz, leak-proof.",Graduate Degree,Clerical,Water Bottle - 30 oz.,No Discount,No Discount,No Discount,S,Water Bottle,17/09/2013 12:00:00 a.m.,WB-H098,S,28,477,24/09/2013 12:00:00 a.m.,,NA,,Estudios de postgrado,Administrativo,,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,2.994,0.00,0,4.9900,0.1248,4.9900,,0,0,0,1,1,1.8663,3,4,4.99,3,1.8663,0.3992,0,1.8663,4.99,0,,40000
7522 Santa Ana Drive,19/04/1975,Black,0-1 Miles,17/09/2013,Full padding  improved finger flex  durable palm  adjustable closure.,Graduate Degree,Clerical,Half-Finger Gloves  S,No Discount,No Discount,No Discount,S,Half-Finger Gloves,17/09/2013 12:00:00 a.m.,GL-H102-S,S,20,463,24/09/2013 12:00:00 a.m.,S,S,,Estudios de postgrado,Administrativo,,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,14.694,0.00,0,24.4900,0.6123,24.4900,,0,0,0,1,1,9.1593,3,4,24.49,4,9.1593,1.9592,0,9.1593,24.49,0,,40000
7522 Santa Ana Drive,19/04/1975,Yellow,0-1 Miles,17/09/2013,Cross-train  race  or just socialize on a sleek  aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.,Graduate Degree,Clerical,Road-350-W Yellow  40,No Discount,No Discount,No Discount,S,Road-350-W,17/09/2013 12:00:00 a.m.,BK-R79Y-40,R,2,580,24/09/2013 12:00:00 a.m.,40,38-40 CM,CM,Estudios de postgrado,Administrativo,Carretera: 350 para mujer  amarilla  40,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,4,1020.594,0.00,0,1700.9900,42.5248,1700.9900,,0,0,0,1,1,1082.5100,75,100,1700.99,1,1082.5100,136.0792,0,1082.5100,1700.99,0,15.35,40000
7859 Green Valley Road,15/06/1965,Red,0-1 Miles,17/09/2013,Universal fit  well-vented  lightweight   snap-on visor.,High School,Professional,Sport-100 Helmet  Red,No Discount,No Discount,No Discount,S,Sport-100,21/12/2013 12:00:00 a.m.,HL-U509-R,S,31,214,28/12/2013 12:00:00 a.m.,,NA,,Educación secundaria,Profesional,Casco deportivo: 100  rojo,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,20.994,0.00,0,34.9900,0.8748,34.9900,,0,1,5,1,1,13.0863,3,4,34.99,1,13.0863,2.7992,4,13.0863,34.99,0,,130000
